profile_id,type_profil,age,sexe,serie_ou_filiere,competences_clefs,objectif_ou_metier,filiere_associee,score_adéquation_global
STD_2026_0001,Étudiant,21,M,A1,Contrôle qualité HACCP; Process agroalimentaires; Résolution de problèmes,Biologiste industriel,IAA,50.94
PRO_2026_0040,Professionnel,38,M,IMTICIA,UI/UX Design; Développement Web/Mobile; Gestion de projet; Leadership,Designer UI/UX,IMTICIA,93.18
PRO_2026_0041,Professionnel,35,M,ISAIA,PowerBI & Analytics; Machine Learning & Deep Learning; Gestion de projet; Leadership,Data Analyst,ISAIA,83.72
PRO_2026_0042,Professionnel,25,F,TEE,Gestion de projets durables; Guide & Médiation; Gestion de projet; Leadership,Consultant Écotourisme,TEE,71.02
PRO_2026_0043,Professionnel,33,F,TEH,Yield Management; Gestion événementielle; Gestion de projet; Leadership,Chef de projet Événementiel,TEH,75.11
PRO_2026_0044,Professionnel,38,M,CAA,Marketing Digital; Negociation internationale; Gestion de projet; Leadership,Chef de Produit Marketing,CAA,88.51
PRO_2026_0045,Professionnel,44,F,DTJA,Droit des contrats; Conseil d'entreprise; Gestion de projet; Leadership,Consultant Fiscaliste,DTJA,76.11
PRO_2026_0046,Professionnel,23,F,EMP,Gestion de projet Agile/PMP; Étude d'impact économique; Gestion de projet; Leadership,Consultant en Organisation,EMP,76.44
PRO_2026_0047,Professionnel,37,F,FIC,Contrôle de gestion; Audit financier; Gestion de projet; Leadership,Contrôleur de Gestion,FIC,87.62
PRO_2026_0048,Professionnel,37,M,AEE,Gestion d'exploitation; Zootechnie; Gestion de projet; Leadership,Responsable d'élevage,AEE,86.36
PRO_2026_0049,Professionnel,39,F,IAA,Biochimie alimentaire; Process agroalimentaires; Gestion de projet; Leadership,Conducteur de ligne de production,IAA,79.79
PRO_2026_0050,Professionnel,25,F,PIP,Normes GMP/BPF; Chimie organique; Gestion de projet; Leadership,Assistant de recherche galénique,PIP,80.18
PRO_2026_0051,Professionnel,49,F,EMII,Électrotechnique; Automatisme PLC; Gestion de projet; Leadership,Responsable Maintenance,EMII,84.61
PRO_2026_0052,Professionnel,41,M,GCA,AutoCAD/Revit; Conduite de chantier BTP; Gestion de projet; Leadership,Ingénieur Génie Civil,GCA,85.35
PRO_2026_0053,Professionnel,33,M,ICMP,Raffinage et extraction; Géologie minière; Gestion de projet; Leadership,Responsable d'extraction,ICMP,93.04
PRO_2026_0054,Professionnel,26,F,ESIIA,C/C++ embarqué; Électronique numérique; Gestion de projet; Leadership,Développeur IoT,ESIIA,92.7
PRO_2026_0055,Professionnel,34,F,IGGLIA,Génie Logiciel & Java/Web; Algorithmique & Python; Gestion de projet; Leadership,Data Scientist / IA,IGGLIA,94.71
PRO_2026_0056,Professionnel,44,M,IMTICIA,Infographie & 3D; Développement Web/Mobile; Gestion de projet; Leadership,Administrateur Réseaux & TIC,IMTICIA,79.32
PRO_2026_0057,Professionnel,32,M,ISAIA,Python / R Data; Machine Learning & Deep Learning; Gestion de projet; Leadership,Data Analyst,ISAIA,94.55
PRO_2026_0058,Professionnel,30,F,TEE,Guide & Médiation; Ingénierie touristique; Gestion de projet; Leadership,Guide Patrimoine,TEE,81.36
PRO_2026_0059,Professionnel,48,F,TEH,Management hôtelier; Yield Management; Gestion de projet; Leadership,Chef de projet Événementiel,TEH,70.87
PRO_2026_0060,Professionnel,30,F,CAA,Techniques de Vente; Marketing Digital; Gestion de projet; Leadership,Directeur des Ventes,CAA,84.26
PRO_2026_0061,Professionnel,37,F,DTJA,Conseil d'entreprise; Droit des contrats; Gestion de projet; Leadership,Assistant Juridique,DTJA,74.43
PRO_2026_0062,Professionnel,45,M,EMP,Gestion des risques; Gestion de projet Agile/PMP; Gestion de projet; Leadership,Chef de Projet,EMP,74.21
PRO_2026_0063,Professionnel,47,F,FIC,Comptabilité générale & analytique; Gestion de trésorerie; Gestion de projet; Leadership,Comptable Senior,FIC,73.69
PRO_2026_0064,Professionnel,30,F,AEE,Gestion d'exploitation; Analyse des sols; Gestion de projet; Leadership,Chef d'exploitation,AEE,83.57
PRO_2026_0065,Professionnel,34,M,IAA,Process agroalimentaires; Biochimie alimentaire; Gestion de projet; Leadership,Ingénieur Agroalimentaire,IAA,96.77
PRO_2026_0066,Professionnel,23,F,PIP,Normes GMP/BPF; Pharmacologie; Gestion de projet; Leadership,Délégué médical,PIP,71.26
PRO_2026_0067,Professionnel,50,M,EMII,CAO Mécanique; Maintenance industrielle; Gestion de projet; Leadership,Automaticien,EMII,86.05
PRO_2026_0068,Professionnel,43,M,GCA,AutoCAD/Revit; Conduite de chantier BTP; Gestion de projet; Leadership,Conducteur de travaux,GCA,72.4
PRO_2026_0069,Professionnel,35,F,ICMP,Normes QHSE; Géologie minière; Gestion de projet; Leadership,Ingénieur QHSE,ICMP,74.5
PRO_2026_0070,Professionnel,48,F,ESIIA,Électronique numérique; Signal & Traitement; Gestion de projet; Leadership,Concepteur Électronique,ESIIA,85.78
PRO_2026_0071,Professionnel,46,M,IGGLIA,Génie Logiciel & Java/Web; Machine Learning; Gestion de projet; Leadership,Data Scientist / IA,IGGLIA,72.23
PRO_2026_0072,Professionnel,30,M,IMTICIA,Développement Web/Mobile; Réseaux informatiques; Gestion de projet; Leadership,Développeur Web/Mobile,IMTICIA,89.69
PRO_2026_0073,Professionnel,31,M,ISAIA,PowerBI & Analytics; Statistiques inférentielles; Gestion de projet; Leadership,Data Scientist,ISAIA,81.11
PRO_2026_0074,Professionnel,37,M,TEE,Ingénierie touristique; Gestion de projets durables; Gestion de projet; Leadership,Consultant Écotourisme,TEE,93.32
PRO_2026_0075,Professionnel,46,F,TEH,Communication interculturelle; Yield Management; Gestion de projet; Leadership,Chef de projet Événementiel,TEH,84.1
PRO_2026_0076,Professionnel,44,M,CAA,Marketing Digital; Analyse Marché; Gestion de projet; Leadership,Responsable Commercial,CAA,77.59
PRO_2026_0077,Professionnel,29,M,DTJA,Rédaction juridique; Analyse fiscale; Gestion de projet; Leadership,Juriste d'Entreprise,DTJA,88.37
PRO_2026_0078,Professionnel,33,M,EMP,Étude d'impact économique; Gestion des risques; Gestion de projet; Leadership,Consultant en Organisation,EMP,73.36
PRO_2026_0079,Professionnel,32,F,FIC,Contrôle de gestion; Audit financier; Gestion de projet; Leadership,Comptable Senior,FIC,70.04
PRO_2026_0080,Professionnel,48,F,AEE,Analyse des sols; Gestion d'exploitation; Gestion de projet; Leadership,Agronome,AEE,93.71
PRO_2026_0081,Professionnel,29,M,IAA,Biochimie alimentaire; Contrôle qualité HACCP; Gestion de projet; Leadership,Responsable Qualité HACCP,IAA,93.47
PRO_2026_0082,Professionnel,31,F,PIP,Pharmacologie; Normes GMP/BPF; Gestion de projet; Leadership,Responsable contrôle qualité labo,PIP,79.52
PRO_2026_0083,Professionnel,31,M,EMII,Automatisme PLC; CAO Mécanique; Gestion de projet; Leadership,Responsable Maintenance,EMII,76.23
PRO_2026_0084,Professionnel,31,F,GCA,AutoCAD/Revit; Métré et devis; Gestion de projet; Leadership,Architecte collaborateur,GCA,73.09
PRO_2026_0085,Professionnel,46,F,ICMP,Raffinage et extraction; Géologie minière; Gestion de projet; Leadership,Géologue minier,ICMP,72.05
PRO_2026_0086,Professionnel,30,M,ESIIA,Électronique numérique; C/C++ embarqué; Gestion de projet; Leadership,Développeur IoT,ESIIA,97.27
PRO_2026_0087,Professionnel,34,F,IGGLIA,Algorithmique & Python; SQL & Bases de données; Gestion de projet; Leadership,Ingénieur Génie Logiciel,IGGLIA,94.26
PRO_2026_0088,Professionnel,40,F,IMTICIA,Réseaux informatiques; UI/UX Design; Gestion de projet; Leadership,Administrateur Réseaux & TIC,IMTICIA,74.81
PRO_2026_0089,Professionnel,24,F,ISAIA,Statistiques inférentielles; Python / R Data; Gestion de projet; Leadership,Data Analyst,ISAIA,82.78
PRO_2026_0090,Professionnel,37,F,TEE,Gestion de projets durables; Guide & Médiation; Gestion de projet; Leadership,Responsable Parc Naturel,TEE,77.32
PRO_2026_0091,Professionnel,23,M,TEH,Management hôtelier; Yield Management; Gestion de projet; Leadership,Manager d'Hôtel,TEH,96.72
PRO_2026_0092,Professionnel,23,M,CAA,Techniques de Vente; Negociation internationale; Gestion de projet; Leadership,Business Developer,CAA,83.93
PRO_2026_0093,Professionnel,42,M,DTJA,Conseil d'entreprise; Analyse fiscale; Gestion de projet; Leadership,Juriste d'Entreprise,DTJA,72.99
PRO_2026_0094,Professionnel,26,F,EMP,Étude d'impact économique; Gestion des risques; Gestion de projet; Leadership,Chef de Projet,EMP,70.69
PRO_2026_0095,Professionnel,32,F,FIC,Contrôle de gestion; Gestion de trésorerie; Gestion de projet; Leadership,Contrôleur de Gestion,FIC,82.26
PRO_2026_0096,Professionnel,30,M,AEE,Gestion d'exploitation; Analyse des sols; Gestion de projet; Leadership,Chef d'exploitation,AEE,96.84
PRO_2026_0097,Professionnel,30,M,IAA,Contrôle qualité HACCP; Process agroalimentaires; Gestion de projet; Leadership,Ingénieur Agroalimentaire,IAA,76.79
PRO_2026_0098,Professionnel,47,M,PIP,Normes GMP/BPF; Analyse en laboratoire; Gestion de projet; Leadership,Responsable contrôle qualité labo,PIP,81.72
PRO_2026_0099,Professionnel,46,F,EMII,CAO Mécanique; Automatisme PLC; Gestion de projet; Leadership,Concepteur Mécatronique,EMII,73.01
PRO_2026_0100,Professionnel,41,F,GCA,Métré et devis; Conduite de chantier BTP; Gestion de projet; Leadership,Architecte collaborateur,GCA,84.36
PRO_2026_0101,Professionnel,48,F,ICMP,Normes QHSE; Raffinage et extraction; Gestion de projet; Leadership,Responsable d'extraction,ICMP,77.06
PRO_2026_0102,Professionnel,50,F,ESIIA,C/C++ embarqué; Microcontrôleurs IoT; Gestion de projet; Leadership,Développeur IoT,ESIIA,90.34
PRO_2026_0103,Professionnel,41,M,IGGLIA,Machine Learning; Génie Logiciel & Java/Web; Gestion de projet; Leadership,Data Scientist / IA,IGGLIA,97.18
PRO_2026_0104,Professionnel,34,F,IMTICIA,Réseaux informatiques; UI/UX Design; Gestion de projet; Leadership,Développeur Web/Mobile,IMTICIA,93.92
PRO_2026_0105,Professionnel,27,M,ISAIA,Python / R Data; PowerBI & Analytics; Gestion de projet; Leadership,Statisticien Décisionnel,ISAIA,70.71
PRO_2026_0106,Professionnel,42,M,TEE,Guide & Médiation; Écotourisme & Biodiversité; Gestion de projet; Leadership,Guide Patrimoine,TEE,81.62
PRO_2026_0107,Professionnel,45,F,TEH,Communication interculturelle; Yield Management; Gestion de projet; Leadership,Manager d'Hôtel,TEH,98.34
PRO_2026_0108,Professionnel,38,M,CAA,Negociation internationale; Analyse Marché; Gestion de projet; Leadership,Chef de Produit Marketing,CAA,73.84
PRO_2026_0109,Professionnel,35,F,DTJA,Analyse fiscale; Droit des contrats; Gestion de projet; Leadership,Consultant Fiscaliste,DTJA,73.66
PRO_2026_0110,Professionnel,23,M,EMP,Gestion de projet Agile/PMP; Gestion des risques; Gestion de projet; Leadership,Chef de Projet,EMP,89.34
PRO_2026_0111,Professionnel,25,F,FIC,Gestion de trésorerie; Comptabilité générale & analytique; Gestion de projet; Leadership,Comptable Senior,FIC,94.54
PRO_2026_0112,Professionnel,40,F,AEE,Zootechnie; Agronomie; Gestion de projet; Leadership,Agronome,AEE,94.81
PRO_2026_0113,Professionnel,44,M,IAA,Microbiologie; Process agroalimentaires; Gestion de projet; Leadership,Conducteur de ligne de production,IAA,88.11
PRO_2026_0114,Professionnel,38,M,PIP,Chimie organique; Normes GMP/BPF; Gestion de projet; Leadership,Responsable contrôle qualité labo,PIP,77.65
PRO_2026_0115,Professionnel,26,F,EMII,CAO Mécanique; Électrotechnique; Gestion de projet; Leadership,Automaticien,EMII,98.11
PRO_2026_0116,Professionnel,42,M,GCA,AutoCAD/Revit; Calcul de structures; Gestion de projet; Leadership,Ingénieur Génie Civil,GCA,70.61
PRO_2026_0117,Professionnel,39,F,ICMP,Raffinage et extraction; Géologie minière; Gestion de projet; Leadership,Ingénieur Procédés,ICMP,71.83
PRO_2026_0118,Professionnel,27,M,ESIIA,C/C++ embarqué; Électronique numérique; Gestion de projet; Leadership,Ingénieur Robotique,ESIIA,88.21
PRO_2026_0119,Professionnel,36,M,IGGLIA,Machine Learning; Génie Logiciel & Java/Web; Gestion de projet; Leadership,Développeur Fullstack,IGGLIA,82.6
PRO_2026_0120,Professionnel,27,M,IMTICIA,Développement Web/Mobile; Infographie & 3D; Gestion de projet; Leadership,Développeur Web/Mobile,IMTICIA,75.21
PRO_2026_0121,Professionnel,48,M,ISAIA,Statistiques inférentielles; PowerBI & Analytics; Gestion de projet; Leadership,Statisticien Décisionnel,ISAIA,81.04
PRO_2026_0122,Professionnel,37,F,TEE,Écotourisme & Biodiversité; Ingénierie touristique; Gestion de projet; Leadership,Guide Patrimoine,TEE,79.08
PRO_2026_0123,Professionnel,47,F,TEH,Communication interculturelle; Management hôtelier; Gestion de projet; Leadership,Responsable d'Agence de Voyage,TEH,93.24
PRO_2026_0124,Professionnel,36,M,CAA,Negociation internationale; Marketing Digital; Gestion de projet; Leadership,Responsable Commercial,CAA,76.4
PRO_2026_0125,Professionnel,23,M,DTJA,Conseil d'entreprise; Rédaction juridique; Gestion de projet; Leadership,Gestionnaire de Contrats,DTJA,94.39
PRO_2026_0126,Professionnel,42,M,EMP,Gestion des risques; Étude d'impact économique; Gestion de projet; Leadership,Consultant en Organisation,EMP,83.89
PRO_2026_0127,Professionnel,28,F,FIC,Audit financier; Comptabilité générale & analytique; Gestion de projet; Leadership,Comptable Senior,FIC,90.68
PRO_2026_0128,Professionnel,30,F,AEE,Gestion d'exploitation; Agronomie; Gestion de projet; Leadership,Agronome,AEE,95.7
PRO_2026_0129,Professionnel,46,M,IAA,Contrôle qualité HACCP; Microbiologie; Gestion de projet; Leadership,Responsable Qualité HACCP,IAA,84.75
PRO_2026_0130,Professionnel,48,M,PIP,Analyse en laboratoire; Normes GMP/BPF; Gestion de projet; Leadership,Assistant de recherche galénique,PIP,87.96
PRO_2026_0131,Professionnel,37,M,EMII,Maintenance industrielle; Électrotechnique; Gestion de projet; Leadership,Automaticien,EMII,94.73
PRO_2026_0132,Professionnel,25,M,GCA,Métré et devis; Conduite de chantier BTP; Gestion de projet; Leadership,Conducteur de travaux,GCA,72.47
PRO_2026_0133,Professionnel,44,M,ICMP,Génie des procédés; Raffinage et extraction; Gestion de projet; Leadership,Responsable d'extraction,ICMP,90.6
PRO_2026_0134,Professionnel,34,F,ESIIA,C/C++ embarqué; Signal & Traitement; Gestion de projet; Leadership,Développeur IoT,ESIIA,74.65
PRO_2026_0135,Professionnel,46,M,IGGLIA,Algorithmique & Python; Machine Learning; Gestion de projet; Leadership,Ingénieur Génie Logiciel,IGGLIA,85.75
PRO_2026_0136,Professionnel,30,M,IMTICIA,Développement Web/Mobile; Infographie & 3D; Gestion de projet; Leadership,Designer UI/UX,IMTICIA,77.33
PRO_2026_0137,Professionnel,39,F,ISAIA,Statistiques inférentielles; PowerBI & Analytics; Gestion de projet; Leadership,Data Scientist,ISAIA,95.75
PRO_2026_0138,Professionnel,29,M,TEE,Écotourisme & Biodiversité; Gestion de projets durables; Gestion de projet; Leadership,Responsable Parc Naturel,TEE,82.38
PRO_2026_0139,Professionnel,40,F,TEH,Management hôtelier; Gestion événementielle; Gestion de projet; Leadership,Chef de projet Événementiel,TEH,73.88
PRO_2026_0140,Professionnel,37,M,CAA,Techniques de Vente; Negociation internationale; Gestion de projet; Leadership,Directeur des Ventes,CAA,83.63
PRO_2026_0141,Professionnel,44,M,DTJA,Droit des contrats; Analyse fiscale; Gestion de projet; Leadership,Gestionnaire de Contrats,DTJA,81.47
PRO_2026_0142,Professionnel,42,F,EMP,Gestion de projet Agile/PMP; Étude d'impact économique; Gestion de projet; Leadership,Analyste Économique,EMP,90.57
PRO_2026_0143,Professionnel,25,M,FIC,Contrôle de gestion; Gestion de trésorerie; Gestion de projet; Leadership,Comptable Senior,FIC,85.6
PRO_2026_0144,Professionnel,27,F,AEE,Agronomie; Gestion d'exploitation; Gestion de projet; Leadership,Conseiller agricole,AEE,76.08
PRO_2026_0145,Professionnel,27,M,IAA,Biochimie alimentaire; Microbiologie; Gestion de projet; Leadership,Conducteur de ligne de production,IAA,91.63
PRO_2026_0146,Professionnel,23,M,PIP,Analyse en laboratoire; Chimie organique; Gestion de projet; Leadership,Responsable contrôle qualité labo,PIP,98.88
PRO_2026_0147,Professionnel,41,M,EMII,Automatisme PLC; Maintenance industrielle; Gestion de projet; Leadership,Automaticien,EMII,73.24
PRO_2026_0148,Professionnel,30,M,GCA,Conduite de chantier BTP; Métré et devis; Gestion de projet; Leadership,Conducteur de travaux,GCA,83.67
PRO_2026_0149,Professionnel,30,M,ICMP,Normes QHSE; Géologie minière; Gestion de projet; Leadership,Ingénieur QHSE,ICMP,96.39
PRO_2026_0150,Professionnel,35,M,ESIIA,Électronique numérique; Signal & Traitement; Gestion de projet; Leadership,Développeur IoT,ESIIA,83.46
PRO_2026_0151,Professionnel,32,F,IGGLIA,Algorithmique & Python; Génie Logiciel & Java/Web; Gestion de projet; Leadership,Développeur Fullstack,IGGLIA,91.14
PRO_2026_0152,Professionnel,36,F,IMTICIA,Développement Web/Mobile; Infographie & 3D; Gestion de projet; Leadership,Concepteur Multimédia,IMTICIA,70.1
PRO_2026_0153,Professionnel,26,M,ISAIA,Machine Learning & Deep Learning; Statistiques inférentielles; Gestion de projet; Leadership,Data Analyst,ISAIA,88.97
PRO_2026_0154,Professionnel,41,F,TEE,Ingénierie touristique; Écotourisme & Biodiversité; Gestion de projet; Leadership,Chef de projet Développement Durable,TEE,94.26
PRO_2026_0155,Professionnel,28,M,TEH,Management hôtelier; Gestion événementielle; Gestion de projet; Leadership,Chef de projet Événementiel,TEH,84.59
PRO_2026_0156,Professionnel,37,F,CAA,Negociation internationale; Techniques de Vente; Gestion de projet; Leadership,Chef de Produit Marketing,CAA,91.46
PRO_2026_0157,Professionnel,35,M,DTJA,Analyse fiscale; Rédaction juridique; Gestion de projet; Leadership,Consultant Fiscaliste,DTJA,92.38
PRO_2026_0158,Professionnel,33,M,EMP,Gestion des risques; Gestion de projet Agile/PMP; Gestion de projet; Leadership,Analyste Économique,EMP,83.43
PRO_2026_0159,Professionnel,40,M,FIC,Audit financier; Comptabilité générale & analytique; Gestion de projet; Leadership,Comptable Senior,FIC,98.51
PRO_2026_0160,Professionnel,41,M,AEE,Analyse des sols; Zootechnie; Gestion de projet; Leadership,Agronome,AEE,93.27
PRO_2026_0161,Professionnel,23,F,IAA,Biochimie alimentaire; Contrôle qualité HACCP; Gestion de projet; Leadership,Biologiste industriel,IAA,93.98
PRO_2026_0162,Professionnel,42,M,PIP,Analyse en laboratoire; Normes GMP/BPF; Gestion de projet; Leadership,Assistant de recherche galénique,PIP,91.19
PRO_2026_0163,Professionnel,24,F,EMII,CAO Mécanique; Électrotechnique; Gestion de projet; Leadership,Concepteur Mécatronique,EMII,82.9
PRO_2026_0164,Professionnel,50,M,GCA,Conduite de chantier BTP; Métré et devis; Gestion de projet; Leadership,Architecte collaborateur,GCA,93.13
PRO_2026_0165,Professionnel,45,F,ICMP,Raffinage et extraction; Génie des procédés; Gestion de projet; Leadership,Responsable d'extraction,ICMP,82.82
PRO_2026_0166,Professionnel,47,M,ESIIA,C/C++ embarqué; Électronique numérique; Gestion de projet; Leadership,Développeur IoT,ESIIA,86.53
PRO_2026_0167,Professionnel,41,F,IGGLIA,SQL & Bases de données; Machine Learning; Gestion de projet; Leadership,Développeur Fullstack,IGGLIA,96.92
PRO_2026_0168,Professionnel,26,M,IMTICIA,Réseaux informatiques; UI/UX Design; Gestion de projet; Leadership,Concepteur Multimédia,IMTICIA,70.23
PRO_2026_0169,Professionnel,31,F,ISAIA,Python / R Data; Machine Learning & Deep Learning; Gestion de projet; Leadership,Data Analyst,ISAIA,84.72
PRO_2026_0170,Professionnel,41,M,TEE,Gestion de projets durables; Écotourisme & Biodiversité; Gestion de projet; Leadership,Responsable Parc Naturel,TEE,96.17
PRO_2026_0171,Professionnel,46,F,TEH,Yield Management; Management hôtelier; Gestion de projet; Leadership,Chef de projet Événementiel,TEH,88.37
PRO_2026_0172,Professionnel,24,M,CAA,Negociation internationale; Marketing Digital; Gestion de projet; Leadership,Business Developer,CAA,84.89
PRO_2026_0173,Professionnel,39,F,DTJA,Analyse fiscale; Rédaction juridique; Gestion de projet; Leadership,Juriste d'Entreprise,DTJA,98.11
PRO_2026_0174,Professionnel,45,M,EMP,Gestion de projet Agile/PMP; Analyse financière; Gestion de projet; Leadership,Chef de Projet,EMP,76.88
PRO_2026_0175,Professionnel,42,F,FIC,Gestion de trésorerie; Contrôle de gestion; Gestion de projet; Leadership,Contrôleur de Gestion,FIC,96.12
PRO_2026_0176,Professionnel,31,M,AEE,Gestion d'exploitation; Analyse des sols; Gestion de projet; Leadership,Responsable d'élevage,AEE,96.26
PRO_2026_0177,Professionnel,27,F,IAA,Contrôle qualité HACCP; Microbiologie; Gestion de projet; Leadership,Conducteur de ligne de production,IAA,92.29
PRO_2026_0178,Professionnel,26,F,PIP,Pharmacologie; Normes GMP/BPF; Gestion de projet; Leadership,Assistant de recherche galénique,PIP,86.81
PRO_2026_0179,Professionnel,42,F,EMII,CAO Mécanique; Maintenance industrielle; Gestion de projet; Leadership,Ingénieur Électromécanicien,EMII,90.42
PRO_2026_0180,Professionnel,34,F,GCA,Conduite de chantier BTP; AutoCAD/Revit; Gestion de projet; Leadership,Architecte collaborateur,GCA,82.08
PRO_2026_0181,Professionnel,35,F,ICMP,Géologie minière; Raffinage et extraction; Gestion de projet; Leadership,Ingénieur QHSE,ICMP,89.64
PRO_2026_0182,Professionnel,24,F,ESIIA,Signal & Traitement; Microcontrôleurs IoT; Gestion de projet; Leadership,Développeur IoT,ESIIA,72.72
PRO_2026_0183,Professionnel,44,M,IGGLIA,Génie Logiciel & Java/Web; Machine Learning; Gestion de projet; Leadership,Data Scientist / IA,IGGLIA,86.93
PRO_2026_0184,Professionnel,29,F,IMTICIA,Développement Web/Mobile; UI/UX Design; Gestion de projet; Leadership,Développeur Web/Mobile,IMTICIA,81.86
PRO_2026_0185,Professionnel,33,M,ISAIA,Statistiques inférentielles; Machine Learning & Deep Learning; Gestion de projet; Leadership,Consultant Big Data,ISAIA,75.43
PRO_2026_0186,Professionnel,49,F,TEE,Écotourisme & Biodiversité; Guide & Médiation; Gestion de projet; Leadership,Chef de projet Développement Durable,TEE,76.9
PRO_2026_0187,Professionnel,32,F,TEH,Management hôtelier; Yield Management; Gestion de projet; Leadership,Responsable d'Agence de Voyage,TEH,74.05
PRO_2026_0188,Professionnel,31,F,CAA,Negociation internationale; Techniques de Vente; Gestion de projet; Leadership,Responsable Commercial,CAA,92.97
PRO_2026_0189,Professionnel,41,M,DTJA,Analyse fiscale; Droit des contrats; Gestion de projet; Leadership,Assistant Juridique,DTJA,90.15
PRO_2026_0190,Professionnel,24,M,EMP,Gestion des risques; Analyse financière; Gestion de projet; Leadership,Chef de Projet,EMP,72.14
PRO_2026_0191,Professionnel,31,F,FIC,Gestion de trésorerie; Audit financier; Gestion de projet; Leadership,Contrôleur de Gestion,FIC,73.22
PRO_2026_0192,Professionnel,40,M,AEE,Zootechnie; Gestion d'exploitation; Gestion de projet; Leadership,Agronome,AEE,89.63
PRO_2026_0193,Professionnel,33,M,IAA,Biochimie alimentaire; Microbiologie; Gestion de projet; Leadership,Biologiste industriel,IAA,74.9
PRO_2026_0194,Professionnel,43,M,PIP,Normes GMP/BPF; Pharmacologie; Gestion de projet; Leadership,Assistant de recherche galénique,PIP,78.22
PRO_2026_0195,Professionnel,30,M,EMII,Maintenance industrielle; Électrotechnique; Gestion de projet; Leadership,Responsable Maintenance,EMII,93.53
PRO_2026_0196,Professionnel,33,M,GCA,AutoCAD/Revit; Métré et devis; Gestion de projet; Leadership,Conducteur de travaux,GCA,79.65
PRO_2026_0197,Professionnel,38,F,ICMP,Géologie minière; Génie des procédés; Gestion de projet; Leadership,Ingénieur QHSE,ICMP,88.74
PRO_2026_0198,Professionnel,50,M,ESIIA,Électronique numérique; Signal & Traitement; Gestion de projet; Leadership,Ingénieur Systèmes Embarqués,ESIIA,93.88
PRO_2026_0199,Professionnel,39,M,IGGLIA,Machine Learning; SQL & Bases de données; Gestion de projet; Leadership,Data Scientist / IA,IGGLIA,89.16
PRO_2026_0200,Professionnel,41,M,IMTICIA,Développement Web/Mobile; UI/UX Design; Gestion de projet; Leadership,Designer UI/UX,IMTICIA,86.36
PRO_2026_0201,Professionnel,44,M,ISAIA,PowerBI & Analytics; Machine Learning & Deep Learning; Gestion de projet; Leadership,Data Analyst,ISAIA,71.08
PRO_2026_0202,Professionnel,46,M,TEE,Écotourisme & Biodiversité; Ingénierie touristique; Gestion de projet; Leadership,Consultant Écotourisme,TEE,71.62
PRO_2026_0203,Professionnel,31,F,TEH,Yield Management; Gestion événementielle; Gestion de projet; Leadership,Manager d'Hôtel,TEH,87.37
PRO_2026_0204,Professionnel,35,M,CAA,Techniques de Vente; Negociation internationale; Gestion de projet; Leadership,Chef de Produit Marketing,CAA,93.72
PRO_2026_0205,Professionnel,46,M,DTJA,Droit des contrats; Rédaction juridique; Gestion de projet; Leadership,Gestionnaire de Contrats,DTJA,70.07
PRO_2026_0206,Professionnel,23,F,EMP,Analyse financière; Gestion des risques; Gestion de projet; Leadership,Consultant en Organisation,EMP,71.22
PRO_2026_0207,Professionnel,27,M,FIC,Gestion de trésorerie; Audit financier; Gestion de projet; Leadership,Auditeur Financier,FIC,91.71
PRO_2026_0208,Professionnel,47,M,AEE,Analyse des sols; Zootechnie; Gestion de projet; Leadership,Chef d'exploitation,AEE,91.32
PRO_2026_0209,Professionnel,48,M,IAA,Biochimie alimentaire; Contrôle qualité HACCP; Gestion de projet; Leadership,Responsable Qualité HACCP,IAA,75.61
PRO_2026_0210,Professionnel,49,M,PIP,Normes GMP/BPF; Analyse en laboratoire; Gestion de projet; Leadership,Responsable contrôle qualité labo,PIP,86.05
PRO_2026_0211,Professionnel,36,F,EMII,Électrotechnique; Maintenance industrielle; Gestion de projet; Leadership,Responsable Maintenance,EMII,95.55
PRO_2026_0212,Professionnel,23,F,GCA,Métré et devis; AutoCAD/Revit; Gestion de projet; Leadership,Conducteur de travaux,GCA,74.51
PRO_2026_0213,Professionnel,28,F,ICMP,Raffinage et extraction; Normes QHSE; Gestion de projet; Leadership,Géologue minier,ICMP,83.51
PRO_2026_0214,Professionnel,38,F,ESIIA,C/C++ embarqué; Électronique numérique; Gestion de projet; Leadership,Développeur IoT,ESIIA,90.27
PRO_2026_0215,Professionnel,33,F,IGGLIA,Algorithmique & Python; Génie Logiciel & Java/Web; Gestion de projet; Leadership,Data Scientist / IA,IGGLIA,72.51
PRO_2026_0216,Professionnel,39,F,IMTICIA,Développement Web/Mobile; Réseaux informatiques; Gestion de projet; Leadership,Administrateur Réseaux & TIC,IMTICIA,85.15
PRO_2026_0217,Professionnel,39,M,ISAIA,PowerBI & Analytics; Python / R Data; Gestion de projet; Leadership,Data Analyst,ISAIA,73.47
PRO_2026_0218,Professionnel,33,M,TEE,Guide & Médiation; Ingénierie touristique; Gestion de projet; Leadership,Consultant Écotourisme,TEE,79.71
PRO_2026_0219,Professionnel,39,M,TEH,Yield Management; Gestion événementielle; Gestion de projet; Leadership,Manager d'Hôtel,TEH,78.86
PRO_2026_0220,Professionnel,49,F,CAA,Analyse Marché; Negociation internationale; Gestion de projet; Leadership,Chef de Produit Marketing,CAA,85.19
PRO_2026_0221,Professionnel,47,F,DTJA,Droit des contrats; Conseil d'entreprise; Gestion de projet; Leadership,Assistant Juridique,DTJA,89.5
